[DEBUG] 2020-03-02 23:03:14.812 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
[DEBUG] 2020-03-02 23:03:14.814 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
[DEBUG] 2020-03-02 23:03:14.816 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
[INFO ] 2020-03-02 23:03:14.850 [main] Version - HHH000412: Hibernate Core {5.4.4.Final}
[DEBUG] 2020-03-02 23:03:14.851 [main] Environment - HHH000206: hibernate.properties not found
[DEBUG] 2020-03-02 23:03:14.934 [main] JaxbCfgProcessor - cfg.xml document did not define namespaces; wrapping in custom event reader to introduce namespace information
[DEBUG] 2020-03-02 23:03:15.073 [main] ServiceBinding - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
[DEBUG] 2020-03-02 23:03:15.084 [main] RegionFactoryInitiator - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
[DEBUG] 2020-03-02 23:03:15.085 [main] RegionFactoryInitiator - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
[INFO ] 2020-03-02 23:03:15.095 [main] Version - HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
[DEBUG] 2020-03-02 23:03:15.137 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@65327f5
[DEBUG] 2020-03-02 23:03:15.137 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@65327f5
[DEBUG] 2020-03-02 23:03:15.137 [main] BasicTypeRegistry - Adding type registration java.lang.Boolean -> org.hibernate.type.BooleanType@65327f5
[DEBUG] 2020-03-02 23:03:15.138 [main] BasicTypeRegistry - Adding type registration numeric_boolean -> org.hibernate.type.NumericBooleanType@72458efc
[DEBUG] 2020-03-02 23:03:15.138 [main] BasicTypeRegistry - Adding type registration true_false -> org.hibernate.type.TrueFalseType@6a714237
[DEBUG] 2020-03-02 23:03:15.139 [main] BasicTypeRegistry - Adding type registration yes_no -> org.hibernate.type.YesNoType@4ebadd3d
[DEBUG] 2020-03-02 23:03:15.139 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@38499e48
[DEBUG] 2020-03-02 23:03:15.140 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@38499e48
[DEBUG] 2020-03-02 23:03:15.140 [main] BasicTypeRegistry - Adding type registration java.lang.Byte -> org.hibernate.type.ByteType@38499e48
[DEBUG] 2020-03-02 23:03:15.140 [main] BasicTypeRegistry - Adding type registration character -> org.hibernate.type.CharacterType@42f22995
[DEBUG] 2020-03-02 23:03:15.141 [main] BasicTypeRegistry - Adding type registration char -> org.hibernate.type.CharacterType@42f22995
[DEBUG] 2020-03-02 23:03:15.141 [main] BasicTypeRegistry - Adding type registration java.lang.Character -> org.hibernate.type.CharacterType@42f22995
[DEBUG] 2020-03-02 23:03:15.141 [main] BasicTypeRegistry - Adding type registration short -> org.hibernate.type.ShortType@29182679
[DEBUG] 2020-03-02 23:03:15.142 [main] BasicTypeRegistry - Adding type registration short -> org.hibernate.type.ShortType@29182679
[DEBUG] 2020-03-02 23:03:15.142 [main] BasicTypeRegistry - Adding type registration java.lang.Short -> org.hibernate.type.ShortType@29182679
